ID,Block,Chapter / Subtopic,Question Type,Question Text,Data / Paragraph,Option A,Option B,Option C,Option D,Option E,Correct Answer,Difficulty Level
Q405,VARC,PARAJUMBLES,Sentence Arrangement,Pick the option that gives the correct order of the following sentences.,"But after a while they all began to blur in our memories.\nWhen we arrived in Bangkok, we took a tour of the city's famous Buddhist temples.\nHowever there was one temple, the Temple of Golden Buddha, which left an indelible impression in our hearts and minds.\nWe visited numerous temples that day.",BACD,DCBA,ADBC,BDAC,,D,Difficult
Q406,VARC,PARAJUMBLES,Sentence Arrangement,Pick the option that gives the correct order of the following sentences.,There was an old apple tree in the centre of a village.\nThe adults also sat in the shade and discussed important things.\nThey remembered that they too had played around the tree when they were young.\nChildren loved to play around the tree and pick delicious apples.,ADBC,DCAB,CBAD,ACBD,,A,Difficult
Q407,VARC,CRITICAL REASONING,Statements & Conclusions,Decide which of the conclusions logically follows.,"Statement: Good voice is a natural gift but one has to keep practising to improve and excel well in the field of music.\nConclusions:\nI. Natural gifts need nurturing and care.\nII. Even though your voice is not good, one can keep practising.",Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,A,Very easy
Q408,VARC,CRITICAL REASONING,Statements & Conclusions,Decide which of the conclusions logically follows.,"Statement: All the organised persons find time for rest. Sunita, in spite of her very busy schedule, finds time for rest.\nConclusions:\nI. Sunita is an organised person.\nII. Sunita is an industrious person.",Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,E,Very easy
Q409,VARC,CRITICAL REASONING,Statements & Conclusions,Decide which of the conclusions logically follows.,Statement: This book ‘Z’ is the only book which focuses its attention to the problem of pverty in India between 1950 and 1980.\nConclusions:\nI. There was no question of poverty before 1950.\nII. No other book deals with poverty in India during 1950 to 1980.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,B,Very easy
Q410,VARC,CRITICAL REASONING,Statements & Conclusions,Decide which of the conclusions logically follows.,Statement: The secret of success is constancy of purpose.\nConclusions:\nI. Constant dripping wears the stone.\nII. Single-minded devotion is necessary for achieving success.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,E,Very easy
Q411,VARC,CRITICAL REASONING,Statements & Conclusions,Decide which of the conclusions logically follows.,"Statement: The Prime Minister emphatically stated that his government will make every possible effort for the upliftment of poor farmers and farmhands.\nConclusions:\nI. Except poor farmers and farmhands, all others have got benefits of fruits of development.\nII. No serious efforts have been made in the past for upliftment of any section of the society.",Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,D,Very easy
Q412,VARC,CRITICAL REASONING,Statements & Conclusions,Decide which of the conclusions logically follows.,"Statement: The Government of country X has recently announced several concessions and offered attractive package tours for foreign visitors.\nConclusions:\nI. Now, more number of foreign tourists will visit the country\nII. The Government of country X seemes to be serious in attracting tourists.",Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,E,Very easy
Q413,VARC,CRITICAL REASONING,Statements & Conclusions,Decide which of the conclusions logically follows.,"Statement: Prome age school-going children in urban India have now become avid as well as more regular viewers of television, even in households without a T.V. As a result there has been an alarming decline in the extent of readership of newspapers.\nConclusions:\nI. Method of increasing the readership of newspapers should be devised.\nII. A team of experts should be sent to other countries to study the impact of TV on the readership of newspapers.",Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,D,Very easy
Q414,VARC,CRITICAL REASONING,Statements & Conclusions,Decide which of the conclusions logically follows.,"Statement: From the next academic year, students will have the option of dropping Mathematics and Science for their school leaving certificate examination.\nConclusions:\nI. Students who are weak in Science and Mathematics will be admitted.\nII. Earlier students did not have the choice of continuing their education without taking these subjects.",Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,E,Very easy
Q415,VARC,CRITICAL REASONING,Statements & Conclusions,Decide which of the conclusions logically follows.,Statement: This world is neither good nor evil; each man manufacturers a world for himself.\nConclusions:\nI. Some people find this world quite good.\nII. Some people find this world quite bad.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,E,Very easy
Q416,VARC,CRITICAL REASONING,Statements & Conclusions,Decide which of the conclusions logically follows.,Statement: Double your money in five months – An advertisement.\nConclusions:\nI. The assurance is not genuine.\nII. People want their money to grow.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,B,Very easy
Q417,VARC,CRITICAL REASONING,Statements & Conclusions,Decide which of the conclusions logically follows.,Statement: Company X has a record of manufacturing cameras of quality and the latest design so that you do not spoil even a single shot irrespective of the weather conditions.\nConclusions:\nI. No other company except X is reputed in the camera industry.\nII. Anyone can take an acceptable shot with camera X.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,B,Very easy
Q418,VARC,CRITICAL REASONING,Statements & Conclusions,Decide which of the conclusions logically follows.,"Statement: Today out of the world population of several thousand million, the majority of men have to live under governments which refuse them personal liberty and the right to dissent.\nConclusions:\nI. People are indifferent to personal liberty and the right to dissent.\nII. People desire personal liberty and the right to dissent.",Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,B,Very easy
Q419,VARC,CRITICAL REASONING,Statements & Conclusions,Decide which of the conclusions logically follows.,Statement: Irregularity is a cause for failure in exams. Some regular students fail in the examinations.\nConclusions:\nI. All failed students are regular.\nII. All successful students are not regular.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,D,Very easy
Q420,VARC,CRITICAL REASONING,Statements & Conclusions,Decide which of the conclusions logically follows.,"Statement: To cultivate interest in reading, the school has made it compulsory from June this year for each student to read two books per week and submit a weekly report on the books.\nConclusions:\nI. Interest in reading can be created by force.\nII. Some students will eventually develop interest in reading.",Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,B,Very easy
Q421,VARC,CRITICAL REASONING,Statements & Conclusions,Decide which of the conclusions logically follows.,Statement: The use of non-conventional sources of energy will eliminate the energy crisis in the world.\nConclusions:\nI. Modern technology is gradually replacing the conventional sources of energy.\nII. The excessive exploitation of environment has led to depletion of conventional sources of energy.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,E,Very easy
Q422,VARC,CRITICAL REASONING,Statements & Assumptions,Decide which of the assumptions is implicit.,"Statement: If you have any problems, bring them to me.\nAssumptions:\nI. You have some problems.\nII. I can solve any problem.",Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,B,Easy
Q423,VARC,CRITICAL REASONING,Statements & Assumptions,Decide which of the assumptions is implicit.,Statement: Detergents should be used to clean clothes.\nAssumptions:\nI. Detergents form more lather.\nII. Detergents help to dislodge grease and dirt.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,B,Easy
Q424,VARC,CRITICAL REASONING,Statements & Assumptions,Decide which of the assumptions is implicit.,"Statement: Like a mad man, I decided to follow him\nAssumptions:\nI. I am not a mad man.\nII. I am a mad man.",Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,C,Easy
Q425,VARC,CRITICAL REASONING,Statements & Assumptions,Decide which of the assumptions is implicit.,Statement: The government has decided to pay compensation to the tune of Rs.1 lakh to the family members of those who are killed in railway accidents.\nAssumptions:\nI. The government has enough funds to meet the expenses due to compensation.\nII. There may be reduction in incidents of railway accidents near future.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,A,Easy
Q426,VARC,CRITICAL REASONING,Statements & Assumptions,Decide which of the assumptions is implicit.,Statement: Never before such a lucid book was available on the topic.\nAssumptions:\nI. Some other books were available on this topic.\nII. You can write lucid books on very few topics.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,A,Easy
Q427,VARC,CRITICAL REASONING,Statements & Assumptions,Decide which of the assumptions is implicit.,"Statement: ""I have not received telephone bills for nine months in spite of several complaints:”- A telephone customer's letter to the editor of a daily.\nAssumptions:\nI. Every customer has a right to get bills regularly from the telephone company.\nII. The customer's complaints point to defect in the services which is expected to be corrected.",Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,E,Easy
Q428,VARC,CRITICAL REASONING,Statements & Assumptions,Decide which of the assumptions is implicit.,Statement: The management of XYZ Pvt. Ltd. asked the workers' union to call off strike immediately otherwise the management would be forced to close down the factory.\nAssumptions:\nI. No alternative other than closing down the factory is left for the management of XYZ Pvt. Ltd.\nII. Such threat may have some effect on the workers' union.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,B,Easy
Q429,VARC,CRITICAL REASONING,Statements & Assumptions,Decide which of the assumptions is implicit.,"Statement: Most people who stops smoking gain weight.\nAssumptions:\nI. If one stops smoking, one will gain weight.\nII. If one does not stop smoking, one will not gain weight.",Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,D,Easy
Q430,VARC,CRITICAL REASONING,Statements & Assumptions,Decide which of the assumptions is implicit.,"Statement: Vitamin E tablets improve circulation, keep your complexion in a glowing condition.\nAssumptions:\nI. People like a glowing complexion.\nII. Complexion becomes dull in the absence of circulation.",Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,E,Easy
Q431,VARC,CRITICAL REASONING,Statements & Assumptions,Decide which of the assumptions is implicit.,"Statement: ""Computer education should start at schools itself."".\nAssumptions:\nI. Learning computers is easy.\nII. Computer education fetches jobs easily.",Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,A,Easy
Q432,VARC,CRITICAL REASONING,Statements & Assumptions,Decide which of the assumptions is implicit.,Statement: It is desirable to put the child in school at the age of 5 or so.\nAssumptions:\nI. At that age the child reaches appropriate level of development and is ready to learn.\nII. The schools do not admit children after six years of age.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,A,Easy
Q433,VARC,CRITICAL REASONING,Statements & Assumptions,Decide which of the assumptions is implicit.,Statement: Why don't you go to the court if the employer does not pay you the Provident Fund contribution?\nAssumptions:\nI. Courts can intervene in matters of dispute between employer and employees.\nII. It is obligatory for the employer to pay the Provident Fund contribution to the employees.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,E,Easy
Q434,VARC,CRITICAL REASONING,Statements & Assumptions,Decide which of the assumptions is implicit.,Statement: Nobody can predict as to how long our country would take to contain the unfortunate and disastrous terrorist activities.\nAssumptions:\nI. it is impossible to put on end to terrorist activities.\nII. Efforts to control the terrorist activities are on.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,B,Easy
Q435,VARC,CRITICAL REASONING,Statements & Assumptions,Decide which of the assumptions is implicit.,Statement: His recent investment in the shares of Company A is only a gamble.\nAssumptions:\nI. He may incur loss on his investment.\nII. He may gain from his investment.,Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,C,Easy
Q436,VARC,CRITICAL REASONING,Statements & Assumptions,Decide which of the assumptions is implicit.,"Statement: ""If you want to give any advertisement, give it in the newspaper X.""— A tells B.\nAssumptions:\nI. B wants to publicise his products.\nII. Newspaper X has a wide circulation.",Only assumption I is implicit,Only assumption II is implicit,Either I or II is implicit,Neither I nor II is implicit,Both I and II are implicit,B,Easy
Q437,VARC,CRITICAL REASONING,Statements & Arguments,Decide which of the arguments is strong.,Statement: Should agriculture in rural India be mechanized?\nArguments:\nI. Yes. It would lead to higher production.\nII. No. Many villagers would be left unemployed.,Only argument I is strong,Only argument II is strong,Either I or II is strong,Neither I nor II is strong,Both I and II are strong,A,Moderate
Q438,VARC,CRITICAL REASONING,Statements & Arguments,Decide which of the arguments is strong.,Statement: Should girls learn arts like judo and karate?\nArguments:\nI. Yes. It will enable them to defend themselves from rogues and ruffians.\nII. No. They will lose their feminine grace.,Only argument I is strong,Only argument II is strong,Either I or II is strong,Neither I nor II is strong,Both I and II are strong,A,Moderate
Q439,VARC,CRITICAL REASONING,Statements & Arguments,Decide which of the arguments is strong.,Statement: Should the political parties be banned?\nArguments:\nI. Yes. It is necessary to teach a lesson to the politicians.\nII. No. It will lead to an end of democracy.,Only argument I is strong,Only argument II is strong,Either I or II is strong,Neither I nor II is strong,Both I and II are strong,D,Moderate
Q440,VARC,CRITICAL REASONING,Statements & Arguments,Decide which of the arguments is strong.,"Statement: Should the educated unemployed youth be paid ""unemployment allowance ""by the Government?\nArguments:\nI. Yes. It will provide them some monetary help to either seek employment or to kickstart some 'self-employment' venture.\nII. No. It will dampen their urge to do something to earn their livelihood and thus promote idleness among the unemployed youth.",Only argument I is strong,Only argument II is strong,Either I or II is strong,Neither I nor II is strong,Both I and II are strong,E,Moderate
Q441,VARC,CRITICAL REASONING,Statements & Arguments,Decide which of the arguments is strong.,Statement: Should foreign films be banned in India?\nArguments:\nI. Yes. They depict an alien culture which adversely affects our values.\nII. No. Foreign films are of a high artistic standard.,Only argument I is strong,Only argument II is strong,Either I or II is strong,Neither I nor II is strong,Both I and II are strong,D,Moderate
Q442,VARC,CRITICAL REASONING,Statements & Arguments,Decide which of the arguments is strong.,"Statement: Should all the practicing doctors be brought under Government control so that they get salary from the Government and treat patients free of cost?\nArguments:\nI. No. How can any country do such an undemocratic thing?\nII. Yes. Despite many problems, it will certainly help minimize, if not eradicate, unethical medical practices.",Only argument I is strong,Only argument II is strong,Either I or II is strong,Neither I nor II is strong,Both I and II are strong,B,Moderate
Q443,VARC,CRITICAL REASONING,Statements & Arguments,Decide which of the arguments is strong.,Statement: Should higher education be completely stopped for some time?\nArguments:\nI. No. It will hamper the country's future progress.\nII. Yes. It will reduce the educated unemployment.,Only argument I is strong,Only argument II is strong,Either I or II is strong,Neither I nor II is strong,Both I and II are strong,A,Moderate
Q444,VARC,CRITICAL REASONING,Statements & Arguments,Decide which of the arguments is strong.,Statement: Should there be more than one High Courts in each state in India?\nArguments:\nI. No. This will be a sheer wastage of taxpayers' money.\nII. Yes. This will help reduce the backlog of cases pending for a very long time.,Only argument I is strong,Only argument II is strong,Either I or II is strong,Neither I nor II is strong,Both I and II are strong,B,Moderate
Q445,VARC,CRITICAL REASONING,Statements & Arguments,Decide which of the arguments is strong.,Statement: Are nuclear families better than joint families?\nArguments:\nI. No. Joint families ensure security and also reduce the burden of work.\nII. Yes. Nuclear families ensure greater freedom.,Only argument I is strong,Only argument II is strong,Either I or II is strong,Neither I nor II is strong,Both I and II are strong,E,Moderate
Q446,VARC,CRITICAL REASONING,Statements & Arguments,Decide which of the arguments is strong.,Statement: Should India give away Kashmir to Pakistan\nArguments:\nI. No. Kashmir is a beautiful state. It earns a lot of foreign exchange for India.\nII. Yes. This would help settle conflicts.,Only argument I is strong,Only argument II is strong,Either I or II is strong,Neither I nor II is strong,Both I and II are strong,A,Moderate
Q447,VARC,CRITICAL REASONING,Statements & Arguments,Decide which of the arguments is strong.,Statement: Should students take part in politics?\nArguments:\nI. Yes. It inculcates in them qualities of leadership.\nII. No. They should study and build up their career.,Only argument I is strong,Only argument II is strong,Either I or II is strong,Neither I nor II is strong,Both I and II are strong,C,Moderate
Q448,VARC,CRITICAL REASONING,Statements & Arguments,Decide which of the arguments is strong.,Statement: Should there be concentration of foreign investment in only few states?\nArguments:\nI. No. It is against the policy of overall development of the country.\nII. Yes. A large number of states lack infrastructure to attract foreign investment.,Only argument I is strong,Only argument II is strong,Either I or II is strong,Neither I nor II is strong,Both I and II are strong,A,Moderate
Q449,VARC,CRITICAL REASONING,Statements & Arguments,Decide which of the arguments is strong.,Statement: Should luxury hotels be banned in India?\nArguments:\nI. Yes. They are places from where international criminals operate.\nII. No. Affluent foreign tourists will have no place to stay.,Only argument I is strong,Only argument II is strong,Either I or II is strong,Neither I nor II is strong,Both I and II are strong,B,Moderate
Q450,VARC,CRITICAL REASONING,Statements & Arguments,Decide which of the arguments is strong.,"Statement: Should India engage into a dialogue with neighboring countries to stop cross border tension?\nArguments:\nI. Yes. This is the only way to re-duce the cross-border terrorism and stop loss of innocent lives.\nII. No. Neighboring countries cannot be relied upon in such matters, they may still engage in subversive activities.",Only argument I is strong,Only argument II is strong,Either I or II is strong,Neither I nor II is strong,Both I and II are strong,A,Moderate
Q451,VARC,CRITICAL REASONING,Statements & Arguments,Decide which of the arguments is strong.,Statement: Should a total ban be put on trapping wild animals?\nArguments:\nI. Yes. Trappers are making a lot of money.\nII. No. Bans on hunting and trap-ping are not effective.,Only argument I is strong,Only argument II is strong,Either I or II is strong,Neither I nor II is strong,Both I and II are strong,D,Moderate
Q452,VARC,CRITICAL REASONING,Statements & Arguments,Decide which of the arguments is strong.,Statement: Should system of offering jobs only to the wards of government employees be introduced in all government offices in India?\nArguments:\nI. No. It denies opportunity to many deserving individuals and government may stand to lose in the long run.\nII. No. It is against the principle of equality. Does not government owe its responsibility to all its citizens?,Only argument I is strong,Only argument II is strong,Either I or II is strong,Neither I nor II is strong,Both I and II are strong,E,Moderate
Q453,VARC,CRITICAL REASONING,Statements & Arguments,Decide which of the arguments is strong.,Statement: Should young entrepreneurs be encouraged?\nArguments:\nI. Yes. They will help in industrial development of the country.\nII. Yes. They will reduce the burden on employment market.,Only argument I is strong,Only argument II is strong,Either I or II is strong,Neither I nor II is strong,Both I and II are strong,E,Moderate
Q454,VARC,CRITICAL REASONING,Statements & Arguments,Decide which of the arguments is strong.,Statement: Should the sex determination test during pregnancy be completely banned?\nArguments:\nI. Yes. This leads to indiscriminate female feticide and eventually will lead to social imbalance.\nII. No. People have a right to know about their unborn child.,Only argument I is strong,Only argument II is strong,Either I or II is strong,Neither I nor II is strong,Both I and II are strong,A,Moderate
Q455,VARC,CRITICAL REASONING,Statements & Arguments,Decide which of the arguments is strong.,"Statement: Should government jobs in rural areas have more incentives?\nArguments:\nI. Yes. Incentives are essential for attracting government servants there.\nII. No. Rural areas are already cheaper, healthier and less complex than big cities. So, why offer extra incentives!",Only argument I is strong,Only argument II is strong,Either I or II is strong,Neither I nor II is strong,Both I and II are strong,A,Moderate
Q456,VARC,CRITICAL REASONING,Statements & Arguments,Decide which of the arguments is strong.,Statement: Should there be only one rate of interest for term deposits of varying durations in banks\nArguments:\nI. No. People will refrain from keeping money for longer duration resulting into reduction of liquidity level of banks.\nII. Yes. This will be much simple for the common people and they may be encouraged to keep more money in banks.,Only argument I is strong,Only argument II is strong,Either I or II is strong,Neither I nor II is strong,Both I and II are strong,A,Moderate
Q457,VARC,CRITICAL REASONING,Eligibility Criteria,"Based on the criteria, is Anil Rath eligible?","A Research Institute is recruiting a librarian... (and other rules).\nCandidate: Anil Rath has a doctorate in Library Science from Karnataka University in 2003. Born on July 21, 1979, he graduated in Library and Information Science from Karnataka University where he was Assistant Librarian for four years since 2005.",Shortlisted,Not shortlisted,Referred to the Dean,Offered contractual appointment,Data inadequate,E,Difficult
Q458,VARC,CRITICAL REASONING,Eligibility Criteria,"Based on the criteria, is Dr. Samir Bali eligible?",A Research Institute is recruiting a librarian... (and other rules).\nCandidate: Dr. Samir Bali has a Ph.D. in Library Science and has been with the Institute of Fundamental Research as Assistant Librarian since October 2008. He graduated with a degree in Library and Information Science in 1994 at the age of 22. He obtained 70 percent in his graduation.,Shortlisted,Not shortlisted,Referred to the Dean,Offered contractual appointment,Data inadequate,D,Difficult
Q459,VARC,CRITICAL REASONING,Eligibility Criteria,"Based on the criteria, is Vaishali Shetty eligible?",A Research Institute is recruiting a librarian... (and other rules).\nCandidate: Vaishali Shetty has been a librarian at STS University since 2007 when she qualified in the UGC NET examination. She has a degree in Library and Information Science with 60 percent. Her first job was as junior librarian at TRP Institute of Development Research from October 2000 to December 2001.,Shortlisted,Not shortlisted,Referred to the Dean,Offered contractual appointment,Data inadequate,E,Difficult
Q460,VARC,CRITICAL REASONING,Eligibility Criteria,"Based on the criteria, is Vivek Jha eligible?","A Research Institute is recruiting a librarian... (and other rules).\nCandidate: Vivek Jha has a Ph.D. in Library and Information Science. He graduated in Library and Information Science in 1992 with 65 percent. He was born on 1.10.1974. Since July 2005, he has been working as Deputy Librarian at a deemed University.",Shortlisted,Not shortlisted,Referred to the Dean,Offered contractual appointment,Data inadequate,A,Difficult
Q461,VARC,CRITICAL REASONING,Eligibility Criteria,"Based on the criteria, is Dr. M. Puri eligible?","A Research Institute is recruiting a librarian... (and other rules).\nCandidate: A graduate in Library Science with 69 percent, Dr. M. Puri has been working at Ranchi University for 4 years as Deputy Librarian. She earned her doctorate while working for the Labour Research Institute for 5 years as Assistant Librarian. She is 38 years old as on the required date.",Shortlisted,Not shortlisted,Referred to the Dean,Offered contractual appointment,Data inadequate,A,Difficult
Q462,VARC,CRITICAL REASONING,Eligibility Criteria,"Based on the criteria, is Megha Vaidya eligible?",A Research Institute is recruiting a librarian... (and other rules).\nCandidate: Megha Vaidya has a graduate degree in Library Science from Punjab University where she has been a librarian for the past 5 years. In 2002 she obtained her UGC NET qualification at the age of 29. She obtained 72 percent in graduation.,Shortlisted,Not shortlisted,Referred to the Dean,Offered contractual appointment,Data inadequate,E,Difficult
Q463,VARC,CRITICAL REASONING,Eligibility Criteria,"Based on the criteria, is Anup Gupta eligible?",A Research Institute is recruiting a librarian... (and other rules).\nCandidate: Anup Gupta is obtaining his Ph.D. from YCM University where he has been Junior Librarian since 2004. He qualified in the UGC NET exam in June 2000. He has a degree in Library and Information Science with 62 percent. His date of birth is 17.10.1973.,Shortlisted,Not shortlisted,Referred to the Dean,Offered contractual appointment,Data inadequate,C,Difficult
Q464,VARC,CRITICAL REASONING,Eligibility Criteria,"Based on the criteria, is Kirti Shukia eligible?",A Research Institute is recruiting a librarian... (and other rules).\nCandidate: Kirti Shukia obtained her doctorate and Bachelor's degree from Patna University. She obtained 63 percent in graduation. She obtained her UGC NET qualification in 1998 when she was 26.,Shortlisted,Not shortlisted,Referred to the Dean,Offered contractual appointment,Data inadequate,E,Difficult
Q465,VARC,CRITICAL REASONING,Eligibility Criteria,"Based on the criteria, is Prakash Sinha eligible?",A Research Institute is recruiting a librarian... (and other rules).\nCandidate: Prakash Sinha has been a librarian for a government institution for three years. Prior to this he was a University Librarian for 7 years after completing his Ph.D. in Library Science. He graduated in 1991 with 68 percent in Library Science. He is exactly 40 years of age on the specified date.,Shortlisted,Not shortlisted,Referred to the Dean,Offered contractual appointment,Data inadequate,A,Difficult
Q466,VARC,CRITICAL REASONING,Eligibility Criteria,"Based on the criteria, is Rohan Sachdev eligible?",A Research Institute is recruiting a librarian... (and other rules).\nCandidate: Rohan Sachdev obtained his UGC NET qualification after his graduation in 1998 when began working. He has been Assistant Librarian for the past two years with a research institute. He obtained 65 percent in his graduation in Library Science. He earned his Ph.D. in Library Science in 2007. His date of birth is 22.10.1974.,Shortlisted,Not shortlisted,Referred to the Dean,Offered contractual appointment,Data inadequate,D,Difficult
Q467,VARC,FACT INFERENCE JUDGEMENT,Passage-Based MCQ,Which of the following conclusion can be most accurately drawn from the passage?,Recent studies indicate that the implementation of remote work policies has led to an increase in employee productivity in many companies...,Remote work policies are universally beneficial for all companies and employees.,The increase in productivity from remote work is solely due to employees' ability to create personalised work environments.,Companies that implement remote work policies may need to address potential feelings of isolation among employees to maintain team cohesion.,Traditional in-office work arrangements are more effective in promoting team communication and collaboration than remote work.,,C,Very Easy
Q468,VARC,FACT INFERENCE JUDGEMENT,Passage-Based MCQ,"Based on the statement, which conclusion necessarily follows?",Urban gardening has gained traction in recent years... critics argue that urban gardening often does not address the systemic issues...,Only I follows,Only II follows,Only III follows,Both II and III follow,,D,Very Easy
Q469,VARC,FACT INFERENCE JUDGEMENT,Passage-Based MCQ,"Based on the statement, which conclusion necessarily follows?",A fundamental principle of artificial intelligence (AI) development is to ensure that Al systems are designed with fairness and inclusivity in mind...,Only I follows,Only II follows,Both I and II follow,Neither I nor II follows,,B,Very Easy
Q470,VARC,FACT INFERENCE JUDGEMENT,Passage-Based MCQ,"Based on the statement, which conclusion necessarily follows?",The discovery of electricity centuries ago led to profound changes... Some modern political movements propagate a narrative that portrays technological progress as inherently beneficial...,Only I follows,Only II follows,Only III follows,Both I and III follow,,D,Very Easy
Q471,VARC,FACT INFERENCE JUDGEMENT,Passage-Based MCQ,"Based on the statement, which conclusion necessarily follows?",The invention of antibiotics in the early 20th century revolutionised healthcare... Some modern pharmaceutical practices focus primarily on maximising profits...,Only I follows,Only II follows,Both I and II follow,Both II and III follow,,D,Very Easy
Q472,VARC,FACT INFERENCE JUDGEMENT,Passage-Based MCQ,"Based on the statement, which conclusion necessarily follows?",The widespread adoption of social media services in the 21st century has transformed how people communicate... Some activists argue that controlling misinformation through regulation is necessary...,Only I follows,Only III follows,Both I and III follow,Both II and III follow,,C,Very Easy
Q473,VARC,FACT INFERENCE JUDGEMENT,Passage-Based MCQ,"Based on the statement, which conclusion necessarily follows?",Sports competitions foster teamwork and discipline... Striking the right balance between commercial interests and ethical standards remains a challenge.,Only I follows,Both I and III follow,Only III follows,Both II and III follow,,B,Very Easy
Q474,VARC,FACT INFERENCE JUDGEMENT,Passage-Based MCQ,"Based on the statement, which conclusion necessarily follows?",Culinary arts have evolved significantly over the years... The debate about preserving culinary heritage versus embracing new practices continues among food enthusiasts.,Only I follows,Only III follows,Both II and III follow,Both I and III follow,,D,Very Easy
Q475,VARC,FACT INFERENCE JUDGEMENT,Passage-Based MCQ,"Based on the statement, which conclusion necessarily follows?",The rise of independent bookstores in recent years has sparked a renewed interest in reading and community engagement...,Only I follows,Only III follows,Both I and II follow,Both II and III follow,,C,Easy
Q476,VARC,FACT INFERENCE JUDGEMENT,Passage-Based MCQ,"Based on the statement, which conclusion necessarily follows?",The rise of global tourism has significantly impacted local economies... many experts advocate for sustainable tourism practices...,Only I follows,Only II follows,Only III follows,Both I and II follow,,B,Easy
Q477,VARC,FACT INFERENCE JUDGEMENT,Passage-Based MCQ,"If the paragraph is true, which of the following statements is most contradicted by the paragraph?","In recent years, research in nutrition and health has highlighted the importance of dietary habits... food choices are often shaped by factors such as socioeconomic status...",Cultural influences can significantly impact the types of foods that people choose to eat.,Genetic predispositions play a significant role in determining an individual's dietary preferences.,Individuals from lower socioeconomic backgrounds may have limited access to healthy food options.,Regular consumption of processed foods can lead to negative health outcomes.,,B,Easy
Q478,VARC,FACT INFERENCE JUDGEMENT,Passage-Based MCQ,"Based on the paragraph, which statement would most reasonably complete the sentence: 'The variation in student performance suggests that'",Many students find that their study habits significantly impact their academic performance... some students struggle to find the right balance between studying and leisure activities...,"some students prioritise leisure over studying, which negatively affects their grades.",consistent study routines are not always sufficient to guarantee academic success.,active learning techniques are universally effective for all students.,a lack of balance between studying and leisure can create unnecessary stress for students.,,D,Easy
Q479,VARC,FACT INFERENCE JUDGEMENT,Passage-Based MCQ,Which of the following can be inferred from the passage?,Effective teamwork is crucial for project success... it is essential to implement training programs that teach conflict resolution techniques to enhance team performance.,Organisations should avoid forming diverse teams to reduce conflict.,Homogeneous teams are always more effective than diverse teams.,Conflict within teams is always detrimental to project outcomes.,Training programmes on conflict resolution can improve team dynamics.,,D,Easy
